organisation_number,primary_sdg,primary_sdg_title,secondary_sdgs,focus_summary,sdg_confidence,overseas_engagement,engagement_confidence,tag_model
5228742,1,No Poverty,16,Provides humanitarian aid to those affected by war in Ukraine.,high,funds_partners_abroad,high,claude-haiku-4-5
5228811,16,"Peace, Justice and Strong Institutions",,Advances Christian faith in Uganda and the developing world.,high,operates_directly_abroad,high,claude-haiku-4-5
5228839,3,Good Health and Well-being,4; 17,Promotes research and public awareness of Friedreich's Ataxia.,high,uk_fundraising_only,high,claude-haiku-4-5
5228856,1,No Poverty,3; 13,Platforms charitable giving for poverty relief and health advancement.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5228933,3,Good Health and Well-being,4,Promotes mental and physical health of young people through sports.,high,uk_fundraising_only,high,claude-haiku-4-5
5228950,1,No Poverty,,Provides grants for general charitable purposes.,low,uk_fundraising_only,low,claude-haiku-4-5
5228967,2,Zero Hunger,1; 16,Provides hot food to disaster and conflict victims in multiple countries.,high,operates_directly_abroad,high,claude-haiku-4-5
5229004,13,Climate Action,1; 17,Funds climate disaster relief and research on climate change globally.,high,funds_partners_abroad,high,claude-haiku-4-5
5229074,4,Quality Education,1,"Provides scholarships for education in Gujarat, India.",high,funds_partners_abroad,high,claude-haiku-4-5
5229084,4,Quality Education,1; 11,Provides free performing arts and education to disadvantaged children.,high,uk_fundraising_only,high,claude-haiku-4-5
5229096,15,Life on Land,,Provides care and rehoming for abandoned dogs in UK and Peru.,high,operates_directly_abroad,high,claude-haiku-4-5
5229102,1,No Poverty,3; 4,Relieves poverty in Kenya's Kibera slum through food and education.,high,operates_directly_abroad,high,claude-haiku-4-5
5229124,1,No Poverty,,Provides grants to prevent poverty worldwide.,medium,funds_partners_abroad,high,claude-haiku-4-5
5229132,1,No Poverty,3; 4,"Relieves poverty in Africa through education, healthcare and income.",high,operates_directly_abroad,high,claude-haiku-4-5
5229135,4,Quality Education,5,Promotes playwriting by women and non-binary writers in UK and Ireland.,high,operates_directly_abroad,high,claude-haiku-4-5
5229151,1,No Poverty,3; 4,"Relieves poverty in Anambra, Nigeria through education and healthcare.",high,operates_directly_abroad,high,claude-haiku-4-5
5229155,1,No Poverty,3; 6,Provides food packages and water access in UK and Pakistan.,high,operates_directly_abroad,high,claude-haiku-4-5
5229156,1,No Poverty,3,Provides relief and essential services to those in need worldwide.,high,funds_partners_abroad,high,claude-haiku-4-5
5229194,1,No Poverty,,Provides grants for general charitable purposes.,low,uk_fundraising_only,low,claude-haiku-4-5
5229216,4,Quality Education,1; 11,Supports school development in marginalized Southern African communities.,high,operates_directly_abroad,high,claude-haiku-4-5
5229235,3,Good Health and Well-being,1,Provides health services and lifesaving interventions in Malawi.,high,operates_directly_abroad,high,claude-haiku-4-5
5229237,3,Good Health and Well-being,4; 17,Funds research and education on Prurigo Nodularis disease treatment.,high,operates_directly_abroad,high,claude-haiku-4-5
5229240,4,Quality Education,1,Advances education in Pakistan and UK through school infrastructure.,high,operates_directly_abroad,high,claude-haiku-4-5
5229256,1,No Poverty,3; 4,Relieves poverty and disaster impact in UK and South Asia.,high,operates_directly_abroad,high,claude-haiku-4-5
5229313,3,Good Health and Well-being,4,Addresses Parkinson's Disease through research support in Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
5229320,1,No Poverty,3; 4,"Provides grants for child welfare, disaster relief and development aid.",high,operates_directly_abroad,high,claude-haiku-4-5
5229352,1,No Poverty,4,Relieves poverty and supports education in Western Sierra Leone.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5229366,3,Good Health and Well-being,,Provides palliative and end-of-life care support for those with serious illness.,high,operates_directly_abroad,medium,claude-haiku-4-5
5229385,1,No Poverty,4; 5,Relieves poverty and funds education for disadvantaged children in South Africa and worldwide.,high,funds_partners_abroad,high,claude-haiku-4-5
5229396,16,"Peace, Justice and Strong Institutions",,Advances the Christian faith in UK and overseas through worship and outreach.,low,operates_directly_abroad,low,claude-haiku-4-5
5229414,15,Life on Land,4,Rescues and provides care for stray and unwanted animals.,high,uk_fundraising_only,high,claude-haiku-4-5
5229428,4,Quality Education,16,Supports Christian faith advancement and religious education in UK and Ghana.,medium,operates_directly_abroad,high,claude-haiku-4-5
5229432,1,No Poverty,,Relieves poverty in UK and Nigeria through grants and services.,high,funds_partners_abroad,medium,claude-haiku-4-5
5229444,1,No Poverty,3,Relieves poverty and provides health services including free medical camps in Bangladesh.,high,operates_directly_abroad,high,claude-haiku-4-5
5229446,4,Quality Education,3; 16,"Funds education, health, and disaster relief for communities in Kerala, India.",high,funds_partners_abroad,high,claude-haiku-4-5
5229456,4,Quality Education,,Provides grants for musical education and equipment in UK.,high,uk_fundraising_only,high,claude-haiku-4-5
5229497,1,No Poverty,3,Relieves poverty in Gambia through grants to medical establishments and charities.,high,funds_partners_abroad,high,claude-haiku-4-5
5229568,15,Life on Land,4,Educates public and provides rescue facilities for animals in need.,high,uk_fundraising_only,medium,claude-haiku-4-5
5229662,1,No Poverty,,Relieves poverty and financial hardship of vulnerable people in UK and overseas.,medium,funds_partners_abroad,low,claude-haiku-4-5
5229663,3,Good Health and Well-being,1,"Relieves sickness, prevents poverty, and advances religion; no detail provided.",low,uk_fundraising_only,low,claude-haiku-4-5
5229704,4,Quality Education,3,Advances education and healthcare in Nepal with community development and environmental conservation.,high,operates_directly_abroad,high,claude-haiku-4-5
5229742,1,No Poverty,10,Relieves poverty in Africa and Asia; supports community development in UK.,high,funds_partners_abroad,medium,claude-haiku-4-5
5229745,1,No Poverty,3; 4,"Relieves poverty through food, education, and healthcare as Islamic charitable practice.",high,uk_fundraising_only,medium,claude-haiku-4-5
5229766,17,Partnerships for the Goals,,Provides grant funding to charities and not-for-profits for various charitable causes.,medium,uk_fundraising_only,medium,claude-haiku-4-5
5229789,1,No Poverty,4,"Relieves poverty worldwide through education, training, and healthcare initiatives.",high,funds_partners_abroad,medium,claude-haiku-4-5
5229837,16,"Peace, Justice and Strong Institutions",11,Provides emergency aid and supplies to victims of war and natural disasters worldwide.,high,funds_partners_abroad,high,claude-haiku-4-5
5229843,3,Good Health and Well-being,,Funds research into rare genetic disorders to improve treatment and understanding.,high,uk_fundraising_only,medium,claude-haiku-4-5
5229882,3,Good Health and Well-being,6,Treats eye diseases and combats neglected tropical diseases in low-income countries.,high,operates_directly_abroad,high,claude-haiku-4-5
5229883,4,Quality Education,,"Advances public education in studio ceramics through exhibitions, research grants, workshops.",high,uk_fundraising_only,high,claude-haiku-4-5
5229895,1,No Poverty,4,"Relieves poverty worldwide through education, training, and healthcare support.",high,funds_partners_abroad,medium,claude-haiku-4-5
5229910,12,Responsible Consumption and Production,13,Raises awareness and organizes community initiatives against plastic pollution and waste.,high,operates_directly_abroad,medium,claude-haiku-4-5
5229937,3,Good Health and Well-being,4,Provides basic healthcare and vocational training for health staff in rural India.,high,operates_directly_abroad,high,claude-haiku-4-5
5230041,4,Quality Education,1,Advances education for underprivileged children in rural Bangladesh.,high,operates_directly_abroad,high,claude-haiku-4-5
5230082,1,No Poverty,,Relieves poverty in Liverpool City Region through grants and support services.,high,uk_fundraising_only,high,claude-haiku-4-5
5230090,2,Zero Hunger,1; 6,Relieves poverty in Pakistan through food provision and sustainable agriculture education.,high,operates_directly_abroad,high,claude-haiku-4-5
5230140,9,"Industry, Innovation and Infrastructure",,Promotes excellence in risk management for organizations and society.,medium,uk_fundraising_only,medium,claude-haiku-4-5
5230279,4,Quality Education,11,Improves educational infrastructure and resources for schools in Congo-Brazzaville.,high,funds_partners_abroad,high,claude-haiku-4-5
5230284,1,No Poverty,4,"Relieves poverty through grants for education, training, and healthcare support.",high,funds_partners_abroad,medium,claude-haiku-4-5
5230318,4,Quality Education,9,"Advances professional education in brewing, distilling, and fermentation sciences.",high,uk_fundraising_only,high,claude-haiku-4-5
5230319,8,Decent Work and Economic Growth,1,Develops local businesses and creates employment opportunities in Africa through training and financing.,high,operates_directly_abroad,high,claude-haiku-4-5
5230403,3,Good Health and Well-being,2; 6,"Improves health and wellbeing in Yemen through water access, food provision, lifestyle education.",high,operates_directly_abroad,high,claude-haiku-4-5
5230420,1,No Poverty,,Relieves poverty in UK and Turkey through grants and goods provision.,high,funds_partners_abroad,high,claude-haiku-4-5
5230456,2,Zero Hunger,16,"Church providing famine relief and charitable support in Uganda, Canada, USA, and UK.",medium,operates_directly_abroad,medium,claude-haiku-4-5
5230548,4,Quality Education,1,Provides free music education and grants to disadvantaged students in Armenia and UK.,high,operates_directly_abroad,high,claude-haiku-4-5
5230552,16,"Peace, Justice and Strong Institutions",11,Provides disaster and conflict relief in UK and developing countries; advances Islamic faith globally.,high,operates_directly_abroad,high,claude-haiku-4-5
5230567,5,Gender Equality,3,Supports domestic violence survivors and their children in UK and Africa with counselling services.,high,operates_directly_abroad,medium,claude-haiku-4-5
5230673,8,Decent Work and Economic Growth,3,Supports efficiency and well-being of UK armed forces personnel.,medium,uk_fundraising_only,high,claude-haiku-4-5
5230681,1,No Poverty,8; 4,Promotes sustainable development and poverty relief in South Asian developing countries through research and education grants.,high,funds_partners_abroad,high,claude-haiku-4-5
5230710,4,Quality Education,1,"Provides educational resources and scholarships for disadvantaged children in Freetown, Sierra Leone.",high,funds_partners_abroad,high,claude-haiku-4-5
5230727,10,Reduced Inequalities,4,Provides mobility equipment to young people with disabilities in rural Senegal.,high,operates_directly_abroad,high,claude-haiku-4-5
5230735,3,Good Health and Well-being,4,"Provides cancer education, awareness campaigns, and screening services in Africa.",high,operates_directly_abroad,high,claude-haiku-4-5
5230750,3,Good Health and Well-being,,Provides funding for health services and equipment in Pakistan.,high,funds_partners_abroad,high,claude-haiku-4-5
5230778,15,Life on Land,3,Rescues and cares for donkeys and mules worldwide; provides animal-assisted therapy for vulnerable people.,high,operates_directly_abroad,high,claude-haiku-4-5
5230783,10,Reduced Inequalities,3,Provides recycled sports equipment to communities lacking means to access recreational facilities.,high,uk_fundraising_only,medium,claude-haiku-4-5
5230822,4,Quality Education,1; 3,Advances Islamic education and provides humanitarian aid including food and medical support in UK and Pakistan.,high,operates_directly_abroad,high,claude-haiku-4-5
5230945,1,No Poverty,4; 3,"Provides grants and support for poverty relief, education, and health in UK and South Asian countries.",high,funds_partners_abroad,high,claude-haiku-4-5
